cid,seed,smiles,sdf_file,conformer,MW,LogP,HBD,HBA,TPSA,RotBonds,HeavyAtoms,Rings,AromaticRings
454732,seed_2,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=C(C=C4)NS(=O)(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_454732.sdf,3d,456.57,2.72,3,6,110.43,6,32,4,3
462952,seed_2,CC(C)NC1=C(N=CC=C1)N(C)C2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,kinase_domain/data/phase2b/raw/phase2b_seed_2_462952.sdf,3d,391.52,4.12,2,4,64.26,5,29,4,3
466848,seed_2,CCN1C2=C(C=CC=N2)C(=O)N(C3=C1N=C(C=C3)C4=CNC5=C4C=CN=C5)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_466848.sdf,3d,370.42,3.77,1,5,78.01,2,28,5,4
438569,seed_2,CN(C)CCNC1=C2C3=C(C=C1)N=CN3C4=CC=CC=C4C2=O,kinase_domain/data/phase2b/raw/phase2b_seed_2_438569.sdf,3d,306.37,2.41,1,5,49.64,4,23,4,4
462958,seed_2,CC(C)(C)NC1=C(N=CC=C1)N(C)C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_462958.sdf,3d,498.65,3.89,3,6,110.43,6,35,4,3
5329105,seed_2,CC1=C(NC(=C1C(=O)NCCN(C)C)C)C=C2C3=C(C=CC(=C3)F)NC2=O,kinase_domain/data/phase2b/raw/phase2b_seed_2_5329105.sdf,3d,370.43,2.55,3,3,77.23,5,27,3,2
9995195,seed_2,CC1=CC(=CC=C1)NC2=NC=NC3=C2C=C(C=C3)NC(=O)C=C,kinase_domain/data/phase2b/raw/phase2b_seed_2_9995195.sdf,3d,304.35,3.81,2,4,66.91,4,23,3,3
10163627,seed_2,CC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)C(=O)NC4CN(CC4C(=O)NO)C(=O)OC(C)(C)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_10163627.sdf,3d,493.56,2.86,3,7,125.79,5,36,4,3
10273657,seed_2,CC(C)C1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)C(=O)NC4CCCC4C(=O)NO,kinase_domain/data/phase2b/raw/phase2b_seed_2_10273657.sdf,3d,420.51,3.61,3,5,96.25,6,31,4,3
11357740,seed_2,CC(C)C1CNC(=O)C2=C1NC(=C2)C3=NC(=NC=C3)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_11357740.sdf,3d,271.32,1.54,3,4,96.69,2,20,3,2
11518031,seed_2,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=C(C=CC=N3)C4=NC=NC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_2_11518031.sdf,3d,449.44,5.86,2,5,79.8,5,33,4,4
11625929,seed_2,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C#CC3=CC4=C(N=C3)N=CN4,kinase_domain/data/phase2b/raw/phase2b_seed_2_11625929.sdf,3d,420.39,4.94,2,3,70.67,2,31,4,4
11675054,seed_2,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC(=C(C=C3)C(=O)NC)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_11675054.sdf,3d,368.42,3.47,2,6,84.73,5,27,3,3
16086088,seed_2,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CC4=CN=C(N=C4C=C3)NC,kinase_domain/data/phase2b/raw/phase2b_seed_2_16086088.sdf,3d,436.44,5.92,2,4,66.91,4,32,4,4
16219401,seed_2,CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O,kinase_domain/data/phase2b/raw/phase2b_seed_2_16219401.sdf,3d,275.31,3.07,1,3,46.92,1,21,4,3
16739265,seed_2,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=C(N4)C=CC(=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_2_16739265.sdf,3d,421.48,3.02,3,4,85.92,5,31,5,4
18549509,seed_2,C1=CC(=CC(=C1)N2C(=CC(=N2)C(F)(F)F)C(=O)NC3=CC=C(C=C3)N4C=CN=C4)C(=N)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_18549509.sdf,3d,439.4,3.61,3,6,114.61,5,32,4,4
23644671,seed_2,CC1=NN(C(=C1)C(=O)NC2=CC=C(C=C2)N3C=NC4=CC=CC=C43)C5=CC=CC(=C5)C(=N)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_23644671.sdf,3d,435.49,4.06,3,6,114.61,5,33,5,5
25138148,seed_2,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=CC4=CN=C(N=C4C=C3)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_25138148.sdf,3d,422.41,5.46,2,4,80.9,3,31,4,4
25190738,seed_2,C1CCC(C1)N2CCCC(CC2)C3=NC4=C(C=CC=C4N3)C(=O)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_25190738.sdf,3d,326.44,3.17,2,3,75.01,3,24,4,2
25218593,seed_2,CCCN1CCC=C(C1)C2=CC(=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)NC5=CC=CC=C5C(=O)N)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_25218593.sdf,3d,481.6,5.35,4,6,111.96,8,36,5,4
46927297,seed_2,CC1=CC(=CN=C1C2=CC(=NC=C2)F)CC(=O)NC3=NC=C(C=C3)N4CCN(CC4)C(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_46927297.sdf,3d,448.5,2.84,1,6,91.32,5,33,4,3
49872646,seed_2,CC(C1=NC2=C(C=C(C=C2)F)C(=C1C3=CC=CC=C3)C(=O)N4CCNCC4)NC5=NC=NC(=C5C#N)N,kinase_domain/data/phase2b/raw/phase2b_seed_2_49872646.sdf,3d,496.55,3.5,3,8,132.85,5,37,5,4
51033482,seed_2,CN1C(=C(C=N1)C(=O)N(C)C)C(=O)NC2=CC3=NC(=CN3C=C2)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_2_51033482.sdf,3d,388.43,2.69,1,6,84.53,4,29,4,4
53246941,seed_2,CC1CCNC(=O)C2=CC3=C(N12)C=C(C=C3)C(=O)NC4=NC5=CC=CC=C5N4CCCN(C)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_53246941.sdf,3d,458.57,3.89,2,6,84.19,6,34,5,4
53329353,seed_2,CN1C(=CC(=N1)C2=NC3=CC=CC=C3C=C2)NC(=O)C4=C(C=CC(=N4)C5CC5)NC6=CN=CN=C6,kinase_domain/data/phase2b/raw/phase2b_seed_2_53329353.sdf,3d,462.52,4.69,2,8,110.51,6,35,6,5
57378228,seed_2,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N4CCN=C4N(C2=O)CC5=NC6=CC=CC=C6C(=N5)C,kinase_domain/data/phase2b/raw/phase2b_seed_2_57378228.sdf,3d,483.58,1.92,1,9,108.77,4,36,6,3
58548152,seed_2,CN(C)C(=O)C1=C(C=CC=C1F)NC(=O)C2=NC(=CN=C2NC3=CN=CN=C3)C4CC4,kinase_domain/data/phase2b/raw/phase2b_seed_2_58548152.sdf,3d,421.44,2.98,2,7,113.0,6,31,4,3
58548190,seed_2,CC(C)(CNC(=O)C1=C(C=C(C=C1)F)NC(=O)C2=NC(=CN=C2NC3=CN=CN=C3)C4CC4)O,kinase_domain/data/phase2b/raw/phase2b_seed_2_58548190.sdf,3d,465.49,2.78,4,8,142.02,8,34,4,3
58548219,seed_2,C1CN(C1)C(=O)C2=C(C=C(C=C2)F)NC(=O)C3=NC(=CN=C3NC4=CN=CN=C4)C5CC5,kinase_domain/data/phase2b/raw/phase2b_seed_2_58548219.sdf,3d,433.45,3.12,2,7,113.0,6,32,5,3
443884,seed_3,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,kinase_domain/data/phase2b/raw/phase2b_seed_3_443884.sdf,3d,325.41,1.53,3,3,68.36,3,24,4,2
23897,seed_3,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,kinase_domain/data/phase2b/raw/phase2b_seed_3_23897.sdf,3d,276.38,1.96,1,3,45.33,3,20,3,1
9883259,seed_3,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C.Cl,kinase_domain/data/phase2b/raw/phase2b_seed_3_9883259.sdf,2d,312.84,2.38,1,3,45.33,3,21,3,1
49806720,seed_3,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C,kinase_domain/data/phase2b/raw/phase2b_seed_3_49806720.sdf,3d,482.63,4.77,1,5,72.36,3,36,6,3
25166913,seed_3,CN1CCC(CC1C2=NC3=CC=CC=C3N2)NC(=O)NC4=CC=C(C=C4)C#N,kinase_domain/data/phase2b/raw/phase2b_seed_3_25166913.sdf,3d,374.45,3.39,3,4,96.84,3,28,4,3
57404063,seed_3,CCCCCN1C2=CC=CC=C2C(=N1)C(=O)NC34CC5CC(C3)CC(C5)C4,kinase_domain/data/phase2b/raw/phase2b_seed_3_57404063.sdf,3d,365.52,4.93,1,3,46.92,6,27,6,2
2040,seed_3,CC1=CC=CC=C1N2C(=NC3=C(C2=O)C=C(C=C3)N)CF,kinase_domain/data/phase2b/raw/phase2b_seed_3_2040.sdf,3d,283.31,2.75,1,4,60.91,2,21,3,3
102710,seed_3,CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C.Cl,kinase_domain/data/phase2b/raw/phase2b_seed_3_102710.sdf,2d,377.88,1.08,1,7,73.85,6,26,3,3
5458190,seed_3,CCC1=CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC,kinase_domain/data/phase2b/raw/phase2b_seed_3_5458190.sdf,3d,336.44,3.18,1,3,45.33,2,25,6,2
10026128,seed_3,CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F,kinase_domain/data/phase2b/raw/phase2b_seed_3_10026128.sdf,3d,438.47,5.17,1,3,62.4,3,32,4,3
168182,seed_3,CC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N,kinase_domain/data/phase2b/raw/phase2b_seed_3_168182.sdf,3d,303.36,1.26,4,3,108.21,6,22,2,2
1150897,seed_3,CC(C)C1=CC=C(C=C1)NC(=O)CN2C=NC3=C2C(=O)N(C(=O)N3C)C,kinase_domain/data/phase2b/raw/phase2b_seed_3_1150897.sdf,3d,355.4,1.2,1,7,90.92,4,26,3,3
9934283,seed_3,CC1=NN(C(=C1)C(=O)NC2=C(C=CC(=C2)NC3=CC4=C(C=C3)C(=NN4)C=CC5=CC=CC=N5)F)C,kinase_domain/data/phase2b/raw/phase2b_seed_3_9934283.sdf,3d,467.51,5.31,3,6,100.52,6,35,5,5
11950726,seed_3,CC12CCC3C(C1CCC2C(=O)NCC4=NC5=C(N4)C=CC=N5)CCC6C3(C=C(C(=O)N6C)F)C,kinase_domain/data/phase2b/raw/phase2b_seed_3_11950726.sdf,3d,479.6,4.13,2,4,90.98,3,35,6,2
44814409,seed_3,CC1CC(CC(C1)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F,kinase_domain/data/phase2b/raw/phase2b_seed_3_44814409.sdf,3d,440.47,5.04,2,4,80.9,4,32,4,3
70817911,seed_3,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C(=N3)C=CC(=N4)C(=O)N)C5=CC=CC=C5)N,kinase_domain/data/phase2b/raw/phase2b_seed_3_70817911.sdf,3d,383.46,3.5,2,5,99.3,4,29,5,4
86269224,seed_3,CC(C)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6,kinase_domain/data/phase2b/raw/phase2b_seed_3_86269224.sdf,3d,474.61,3.5,2,8,91.21,4,35,6,3
135565981,seed_3,C1C2=CC=CC=C2CN1CC3=NC4=NNC(=O)C5=C4C(=CC=C5)N3,kinase_domain/data/phase2b/raw/phase2b_seed_3_135565981.sdf,3d,317.35,2.39,2,5,73.38,2,24,5,3
16718576,seed_3,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C,kinase_domain/data/phase2b/raw/phase2b_seed_3_16718576.sdf,3d,460.59,2.57,2,8,91.21,4,34,5,3
46188928,seed_4,C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_46188928.sdf,3d,428.44,2.95,2,6,86.0,3,31,5,3
56649450,seed_4,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_56649450.sdf,3d,441.48,3.84,2,5,101.21,4,30,3,2
135908617,seed_4,C1COCCC1N2C3=C(C=N2)C(=O)NC(=N3)CC4=CC=CC=N4,kinase_domain/data/phase2b/raw/phase2b_seed_4_135908617.sdf,3d,311.35,1.46,1,6,85.69,3,23,4,3
121408882,seed_4,CC1(C2=C(C=C(S2)C3=NC(=NC=C3)NC4=CC=NN4C)C(=O)N1CCN5CCOCC5)C,kinase_domain/data/phase2b/raw/phase2b_seed_4_121408882.sdf,3d,453.57,2.71,1,9,88.41,6,32,5,3
11270783,seed_4,CCCN1C(=O)C2=C(N=C(N2)C3=CN(N=C3)CC4=CC(=CC=C4)C(F)(F)F)N(C1=O)CC,kinase_domain/data/phase2b/raw/phase2b_seed_4_11270783.sdf,3d,446.43,3.25,1,7,90.5,6,32,4,4
129116690,seed_4,CC1=CN=C(N=C1C2=CN3CC(N(C(=O)C3=N2)CC4=CC(=C(C=C4)F)F)COC)NC5=CC=NN5C,kinase_domain/data/phase2b/raw/phase2b_seed_4_129116690.sdf,3d,494.51,3.07,1,9,102.99,7,36,5,4
46209426,seed_4,C1=CC=C(C=C1)CNC(=O)C2=CSC(=N2)NC3=NC=NC=C3,kinase_domain/data/phase2b/raw/phase2b_seed_4_46209426.sdf,3d,311.37,2.61,2,6,79.8,5,22,3,3
15980109,seed_4,C1COCCN1C2=CC(=NC=C2)NC3=NC=C(S3)C4=CC(=CN=C4)C(=O)NCCN,kinase_domain/data/phase2b/raw/phase2b_seed_4_15980109.sdf,3d,425.52,1.87,3,9,118.29,7,30,4,3
21911645,seed_4,CC1=C(C(=CC=C1)C)NC(=O)C2=CN=C(S2)NC3=NN=CC=C3,kinase_domain/data/phase2b/raw/phase2b_seed_4_21911645.sdf,3d,325.4,3.55,2,6,79.8,4,23,3,3
51002052,seed_4,C1CC(CN(C1)C2=C(C=NC=C2)NC(=O)C3=CSC(=N3)C4=C(C=CC=C4F)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_51002052.sdf,3d,415.47,3.66,2,6,84.14,4,29,4,3
51034710,seed_4,CN1C(=C(C=N1)C(=O)N2CCOCC2)C(=O)NC3=CC4=NC(=CN4C=C3)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_51034710.sdf,3d,430.47,2.46,1,7,93.76,4,32,5,4
53482602,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)N4CCCC(CC4)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_53482602.sdf,3d,447.52,2.97,3,8,115.09,4,31,4,3
57377630,seed_4,CN1C(=C(C=N1)C(=O)N2CC(C2)F)C(=O)NC3=CC4=NC(=NN4C=C3)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_57377630.sdf,3d,419.42,2.18,1,7,97.42,4,31,5,4
57377741,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NC3=CC4=NC(=NN4C=C3F)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_57377741.sdf,3d,419.42,2.37,1,7,97.42,4,31,5,4
57861407,seed_4,CCOCCN1C=C(C=CC1=O)C(=O)NC2=NC=C(C=C2)N3C(=CC(=N3)C4=CN=CC=C4)C(F)(F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_57861407.sdf,3d,498.47,3.8,1,8,103.93,8,36,4,4
71288606,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NCCC3=NC(=NN3C4=CN=CC=C4)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288606.sdf,3d,456.51,1.88,1,8,110.83,7,34,5,4
71288682,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NCCC3=NC(=NN3C4=CC=CC=C4)C5=CC(=CC=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288682.sdf,3d,473.51,2.63,1,7,97.94,7,35,5,4
71288719,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NCCC3=NC(=NN3C4=CC=CC=N4)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288719.sdf,3d,456.51,1.88,1,8,110.83,7,34,5,4
73603034,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)N4CCC(C(CC4)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_73603034.sdf,3d,465.51,2.92,3,8,115.09,4,32,4,3
25113172,seed_4,CC1=CC(=CC(=C1)NC2=NC=CC(=N2)C3=NC(=C(S3)C(=O)NC(C)CO)C)C,kinase_domain/data/phase2b/raw/phase2b_seed_4_25113172.sdf,3d,397.5,3.38,3,7,100.03,6,28,3,3
25255436,seed_4,CC1=NN(C2=C1C=C(S2)C(=O)NC3=CN=C(C=C3)N4CCC(CC4)O)C5CCCCC5,kinase_domain/data/phase2b/raw/phase2b_seed_4_25255436.sdf,3d,439.59,4.52,2,7,83.28,4,31,5,3
11774068,seed_4,CCN1C(=O)C2=C(NC1=O)N=C(N2)C3=CN(N=C3)CC4=CC(=CC=C4)C(F)(F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_11774068.sdf,3d,404.35,2.36,2,6,101.36,4,29,4,4
25263292,seed_4,CC(=O)NCCNC1=NC2=C(C3=C1N=CN3C)N=C(S2)C4=CC=C(C=C4)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_25263292.sdf,3d,384.44,2.93,2,7,84.73,5,27,4,4
46927949,seed_4,CC1=CSC(=N1)C(C)(C2=NN=C(S2)NC3=NN(C=C3)CC4=C(C=CC=C4F)F)O,kinase_domain/data/phase2b/raw/phase2b_seed_4_46927949.sdf,3d,434.5,3.83,2,9,88.75,6,29,4,4
56932125,seed_4,C1CN(CCN1CC(=O)N2CCOCC2)C3=CC(=NC=C3)NC4=NC=C(S4)C5=CN=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_56932125.sdf,3d,465.58,2.32,1,9,86.72,6,33,5,3
57378176,seed_4,CN1C(=C(C=N1)C(=O)N(C)CC(F)(F)F)C(=O)NC2=CC3=NC(=NN3C=C2)N4CCOCC4,kinase_domain/data/phase2b/raw/phase2b_seed_4_57378176.sdf,3d,466.42,1.19,1,9,109.89,5,33,4,3
57964129,seed_4,C1CC1S(=O)(=O)C2=CC=CC3=C2C=NN3C(CC4CCOCC4)C(=O)NC5=NC=C(S5)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_57964129.sdf,3d,478.57,3.56,1,8,103.18,7,32,5,3
59332218,seed_4,C1CN(CCN1)C2=CC=CC=C2NC(=O)C3=CSC(=N3)N4C5=CC=CC=C5C=N4,kinase_domain/data/phase2b/raw/phase2b_seed_4_59332218.sdf,3d,404.5,3.14,2,7,75.08,4,29,5,4
67775470,seed_4,CN1C(=C(C=N1)C(=O)N2CC(C2)OC)C(=O)NC3=CC4=NC(=NN4C=C3)C5=CC(=CC=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_67775470.sdf,3d,449.45,1.99,1,8,106.65,5,33,5,4
67776704,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NC3=CC4=NC(=NN4C=C3)C5=CC(=CC=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_67776704.sdf,3d,419.42,2.37,1,7,97.42,4,31,5,4
69936421,seed_4,CNC(=O)C1=C(N(N=C1)C)C(=O)NC2=NC3=NC(=CN3C=C2)C4=CC(=CC=C4)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_69936421.sdf,3d,393.38,1.88,2,7,106.21,4,29,4,4
71262654,seed_4,C1CNCC1OC2=C(C=NC=C2)NC(=O)C3=CSC(=N3)C4=C(C=CC=C4F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_71262654.sdf,3d,402.43,3.48,2,6,76.14,5,28,4,3
71288492,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NCCC3=NC(=NN3CCOC)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288492.sdf,3d,437.5,1.14,1,8,107.17,9,32,4,3
71288502,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NCCC3=NC(=NN3CC(F)(F)F)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288502.sdf,3d,461.45,2.06,1,7,97.94,7,33,4,3
71288531,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NCCC3=NC(=CN3CCOC)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288531.sdf,3d,436.52,1.75,1,7,94.28,9,32,4,3
71288554,seed_4,CN1C=C(N=C1CCNC(=O)C2=C(C=NN2C)C(=O)N(C)C3CCCC3)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288554.sdf,3d,434.54,2.81,1,6,85.05,7,32,4,3
71288555,seed_4,CN1C=C(N=C1CCNC(=O)C2=C(C=NN2C)C(=O)N(C)C3CCC3)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288555.sdf,3d,420.52,2.42,1,6,85.05,7,31,4,3
71288591,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NCCC3=NC(=NN3CC4CC4)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288591.sdf,3d,433.52,1.91,1,7,97.94,8,32,5,3
71288645,seed_4,CN1C=C(N=C1CCNC(=O)C2=C(C=NN2C)C(=O)N3CCC3)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288645.sdf,3d,392.46,1.64,1,6,85.05,6,29,4,3
71288679,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NCCC3=NC(=NN3CC4=CC=CC=C4)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288679.sdf,3d,469.55,2.55,1,7,97.94,8,35,5,4
71288717,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NCCC3=NC(=NN3C4CC4)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_71288717.sdf,3d,419.49,1.83,1,7,97.94,7,31,5,3
71538688,seed_4,CCN(CC)C1=NN2C=C(C=CC2=N1)NC(=O)C3=C(C=NN3C)C(=O)N4CCOCC4,kinase_domain/data/phase2b/raw/phase2b_seed_4_71538688.sdf,3d,426.48,1.03,1,9,109.89,6,31,4,3
87382935,seed_4,CN1C(=C(C=N1)C(=O)N(C)CCOCCF)C(=O)NC2=NC3=NC(=CN3C=C2)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_87382935.sdf,3d,465.49,2.44,1,8,106.65,9,34,4,4
156155310,seed_4,CC1=C(C=C2C=NN(C2=N1)C3=CSC(=C3)C(=O)NC4COC4)NC5=C(C=CC=C5Cl)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_156155310.sdf,3d,457.92,4.46,2,7,81.07,5,31,5,4
53482332,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=CC=CC=C3F)N)N4CCCC(C4)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_53482332.sdf,3d,415.5,2.44,3,8,115.09,4,29,4,3
118034890,seed_4,CN(C1CCCC1NC2=NC3=C(S2)C=C(C=C3)F)C(=O)C4=CC=CC=C4N5C=CC=N5,kinase_domain/data/phase2b/raw/phase2b_seed_4_118034890.sdf,3d,435.53,4.73,1,6,63.05,5,31,5,4
118034891,seed_4,CN(C1CCCC1NC2=NC3=C(S2)C=C(C=C3)F)C(=O)C4=C(C=CC(=C4)F)N5N=CC=N5,kinase_domain/data/phase2b/raw/phase2b_seed_4_118034891.sdf,3d,454.51,4.26,1,7,75.94,5,32,5,4
998879,seed_4,CC1=C(C=C(C=C1)C2=C(SC(=N2)NC(=O)C3=NN(C=C3[N+](=O)[O-])C)C)C,kinase_domain/data/phase2b/raw/phase2b_seed_4_998879.sdf,3d,371.42,3.63,1,7,102.95,4,26,3,3
9822488,seed_4,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3=CN(N=C3)CC4=CC(=CC=C4)C(F)(F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_9822488.sdf,3d,404.35,1.89,1,7,90.5,3,29,4,4
15980347,seed_4,CNCCNC(=O)C1=CN=CC(=C1)C2=CN=C(S2)NC3=NC=CC(=C3)N4CCOCC4,kinase_domain/data/phase2b/raw/phase2b_seed_4_15980347.sdf,3d,439.55,2.13,3,9,104.3,8,31,4,3
