cid,seed,smiles,sdf_file,conformer,MW,LogP,HBD,HBA,TPSA,RotBonds,HeavyAtoms,Rings,AromaticRings
24965291,seed_4,CC1CCN(CCN1C(=O)C2=CC=CC=C2N3N=CC=N3)C4=NC(=C5C(=CSC5=N4)C)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_24965291.sdf,3d,448.56,2.9,1,9,106.06,3,32,5,4
24996879,seed_4,C1CC2(CCC1CNC3=NC(=CS3)C4=CC=CC=N4)CN(C(=O)O2)C5=CC=CC=N5,kinase_domain/data/phase2b/raw/phase2b_seed_4_24996879.sdf,3d,421.53,4.6,1,7,80.24,5,30,5,3
25260758,seed_4,CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCC(=O)CC4)C(=N2)N5CC6CCC(C5)O6,kinase_domain/data/phase2b/raw/phase2b_seed_4_25260758.sdf,3d,475.55,3.3,2,8,114.27,4,35,6,3
25261227,seed_4,CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3CC(F)(F)F)C(=N2)N4CC5CCC(C4)O5,kinase_domain/data/phase2b/raw/phase2b_seed_4_25261227.sdf,3d,461.45,3.17,2,7,97.2,4,33,5,3
25261388,seed_4,C1CC2CN(CC1O2)C3=NC(=NC4=C3C=NN4CC(F)(F)F)C5=CC=C(C=C5)NC(=O)NCCF,kinase_domain/data/phase2b/raw/phase2b_seed_4_25261388.sdf,3d,493.47,3.51,2,7,97.2,6,35,5,3
25262616,seed_4,CCN1C2=C(C=N1)C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC)N4CC5CCC(C4)O5,kinase_domain/data/phase2b/raw/phase2b_seed_4_25262616.sdf,3d,407.48,2.63,2,7,97.2,4,30,5,3
25262617,seed_4,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3CC)C(=N2)N4CC5CCC(C4)O5,kinase_domain/data/phase2b/raw/phase2b_seed_4_25262617.sdf,3d,421.51,3.02,2,7,97.2,5,31,5,3
25262782,seed_4,CCN1C2=C(C=N1)C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4)N5CC6CCC(C5)O6,kinase_domain/data/phase2b/raw/phase2b_seed_4_25262782.sdf,3d,469.55,4.52,2,7,97.2,5,35,6,4
25262783,seed_4,CCN1C2=C(C=N1)C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CN=CC=C4)N5CC6CCC(C5)O6,kinase_domain/data/phase2b/raw/phase2b_seed_4_25262783.sdf,3d,470.54,3.92,2,8,110.09,5,35,6,4
44199470,seed_4,C1CC(CN(C1)C2=C(C=NC=C2)NC(=O)C3=C(SC(=N3)C4=C(C=CC=C4F)F)N)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_44199470.sdf,3d,430.48,3.25,3,7,110.16,4,30,4,3
44217530,seed_4,CC1CC(CN(C1)C2=C(C=NC=C2)NC(=O)C3=CSC(=N3)C4=C(C=CC=C4F)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_44217530.sdf,3d,429.5,3.91,2,6,84.14,4,30,4,3
45482952,seed_4,CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3CC(F)(F)F)C(=N2)N4C5CCC4COC5,kinase_domain/data/phase2b/raw/phase2b_seed_4_45482952.sdf,3d,461.45,3.17,2,7,97.2,4,33,5,3
45488032,seed_4,CCN1C2=C(C=N1)C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)CN)N5CC6CCC(C5)O6,kinase_domain/data/phase2b/raw/phase2b_seed_4_45488032.sdf,3d,498.59,3.98,3,8,123.22,6,37,6,4
45488066,seed_4,CCN1C2=C(C=N1)C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CN=C(C=C4)NC)N5CC6CCC(C5)O6,kinase_domain/data/phase2b/raw/phase2b_seed_4_45488066.sdf,3d,499.58,3.96,3,9,122.12,6,37,6,4
46227572,seed_4,C1CC2CN(CC1O2)C3=NC(=NC4=C3SC=C4)C5=CC=C(C=C5)NC(=O)NC6=CN=CC=C6,kinase_domain/data/phase2b/raw/phase2b_seed_4_46227572.sdf,3d,458.55,4.76,2,7,92.27,4,33,6,4
46232643,seed_4,CC(C)N1C2=C(C=N1)C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC)N4CC5CCC(C4)O5,kinase_domain/data/phase2b/raw/phase2b_seed_4_46232643.sdf,3d,421.51,3.19,2,7,97.2,4,31,5,3
53482665,seed_4,CN1C(=C(C=N1)NC(=O)C2=CSC(=N2)C3=C(C=CC=C3F)F)N4CCCC(CC4)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_53482665.sdf,3d,432.5,3.39,2,7,89.07,4,30,4,3
53482785,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)N4CCCNCC4,kinase_domain/data/phase2b/raw/phase2b_seed_4_53482785.sdf,3d,433.49,2.46,3,8,101.1,4,30,4,3
53482960,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)N4CCCC(CC4)O,kinase_domain/data/phase2b/raw/phase2b_seed_4_53482960.sdf,3d,448.5,3.01,3,8,109.3,4,31,4,3
54582835,seed_4,CC(C1=CC=C(C=C1)N2C=CC=N2)NC(=O)C(C(C(=O)N3CC=CC3C4=CSC(=N4)NC)O)O,kinase_domain/data/phase2b/raw/phase2b_seed_4_54582835.sdf,3d,482.57,1.41,4,9,132.61,8,34,4,3
54582836,seed_4,CC(C1=CC=C(C=C1)N2C=CC=N2)NC(=O)C(C(C(=O)N3C4CC4CC3C5=CSC(=N5)NC)O)O,kinase_domain/data/phase2b/raw/phase2b_seed_4_54582836.sdf,3d,496.59,1.63,4,9,132.61,8,35,5,3
56836188,seed_4,CC1=CC(=NC(=C1CNC(=O)C2=CN(C=N2)CC3=CC=C(C=C3)CN4C=CC=N4)C)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_56836188.sdf,3d,415.5,2.7,2,7,103.65,7,31,4,4
58063084,seed_4,CC1=NC(=C(S1)NC(=O)C2=C3N=C(C=CN3N=C2)N)C4=CC(=CC=C4)Cl,kinase_domain/data/phase2b/raw/phase2b_seed_4_58063084.sdf,3d,384.85,3.65,2,7,98.2,3,26,4,4
58464982,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)N4CCCC(C(C4)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_58464982.sdf,3d,465.51,2.92,3,8,115.09,4,32,4,3
66555847,seed_4,CC1CC(CC(C1(C)O)O)C2=C(C=NC=C2)NC(=O)C3=C(SC(=N3)C4=C(C=CC=C4F)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_66555847.sdf,3d,474.53,3.94,4,7,121.36,4,33,4,3
71262754,seed_4,C1CNCC1OC2=C(C=NC=C2)NC(=O)C3=C(SC(=N3)C4=C(C=CC=C4F)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_71262754.sdf,3d,417.44,3.06,3,7,102.16,5,29,4,3
71539661,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)N4CCC(CC(C4)(F)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_71539661.sdf,3d,483.5,3.22,3,8,115.09,4,33,4,3
72194525,seed_4,CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=C5C=CSC5=NC=N4,kinase_domain/data/phase2b/raw/phase2b_seed_4_72194525.sdf,3d,448.56,3.16,3,8,102.07,6,32,5,4
72194526,seed_4,C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=C5C=CSC5=NC=N4,kinase_domain/data/phase2b/raw/phase2b_seed_4_72194526.sdf,3d,435.51,3.24,3,8,108.06,6,31,5,4
72195318,seed_4,CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4SC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_72195318.sdf,3d,448.56,3.16,3,8,102.07,6,32,5,4
74983184,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)N4CCC(C(CC4)OC)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_74983184.sdf,3d,477.54,2.6,3,9,124.32,5,33,4,3
74983298,seed_4,CC1(CCN(CC(C1)(F)F)C2=C(C=NN2C)NC(=O)C3=C(SC(=N3)C4=C(C=CC=C4F)F)N)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_74983298.sdf,3d,497.52,3.61,3,8,115.09,4,34,4,3
78103829,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)N4CCC(CC(C4)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_78103829.sdf,3d,465.51,2.92,3,8,115.09,4,32,4,3
86713879,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)C45CCC(C(O4)CC5)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_86713879.sdf,3d,460.51,3.15,3,8,121.08,4,32,5,3
90072314,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)C45CCC(C(O4)CC5)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_90072314.sdf,3d,460.51,3.15,3,8,121.08,4,32,5,3
90072384,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)C4CC(C(CCO4)N)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_90072384.sdf,3d,466.49,3.17,3,8,121.08,4,32,4,3
90072542,seed_4,CC1C(C(CC(O1)C2=C(C=NN2C)NC(=O)C3=CSC(=N3)C4=C(C=CC=C4F)F)N)(C)O,kinase_domain/data/phase2b/raw/phase2b_seed_4_90072542.sdf,3d,463.51,3.0,3,8,115.29,4,32,4,3
91809176,seed_4,CC1=C(C=CC(=C1)C2=NC(=NC=C2)NC3=CN(N=C3)C)CNC(=O)C4=CN=C(S4)C(C)(C)C,kinase_domain/data/phase2b/raw/phase2b_seed_4_91809176.sdf,3d,461.6,4.61,2,8,97.62,6,33,4,4
117740035,seed_4,CC1CN(CCN1C(=O)CN2C=CC=N2)C3=C(N=C(S3)C(F)(F)F)C4=NC5=CC=CC=C5N4,kinase_domain/data/phase2b/raw/phase2b_seed_4_117740035.sdf,3d,475.5,3.64,1,7,82.94,4,33,5,4
118435363,seed_4,CC1CC2CSC(=NC2(CO1)C3=NC(=CS3)NC(=O)C4=NN(C=C4)C(F)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_118435363.sdf,3d,428.49,2.67,2,9,107.42,4,28,4,2
121333495,seed_4,C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_121333495.sdf,3d,428.44,2.95,2,6,86.0,3,31,5,3
121333500,seed_4,C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_121333500.sdf,3d,428.44,2.95,2,6,86.0,3,31,5,3
123616291,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)C4CCC(C(CC4)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_123616291.sdf,3d,464.52,3.98,3,7,111.85,4,32,4,3
129136448,seed_4,CC1CN2C=C(N=C2C(=O)N1CC3=CC(=C(C=C3)F)F)C4=NC(=NC=C4C)NC5=CC=NN5C,kinase_domain/data/phase2b/raw/phase2b_seed_4_129136448.sdf,3d,464.48,3.45,1,8,93.76,5,34,5,4
135355725,seed_4,CC(C)(C)N1C=C(N=N1)C(=O)NC2CNCCC3=C2C=CC(=C3)C4=NC(=NC=C4)NC5=CN(N=C5)C,kinase_domain/data/phase2b/raw/phase2b_seed_4_135355725.sdf,3d,486.58,2.58,3,10,127.47,5,36,5,4
135886489,seed_4,CC1CN(CC1C2=NC3=C(C=NN3C4CCOCC4)C(=O)N2)CC5=CC=C(C=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_135886489.sdf,3d,411.48,2.85,1,6,76.04,4,30,5,3
137441521,seed_4,CC1=NC=C(C=C1)N2C=CC=C(C2=O)NC3=NC4=C(C=NN4C(=C3)NC)C(=O)NC5CCC5OC,kinase_domain/data/phase2b/raw/phase2b_seed_4_137441521.sdf,3d,474.53,2.28,3,10,127.47,7,35,5,4
137449220,seed_4,CNC1=CC(=NC2=C(C=NN12)C(=O)NC3CCC3OC)NC4=CC=CN(C4=O)C5=CC(=CN=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_137449220.sdf,3d,478.49,2.11,3,10,127.47,7,35,5,4
137450100,seed_4,CC1=C(C=CC=N1)N2C=CC=C(C2=O)NC3=NC4=C(C=NN4C(=C3)NC)C(=O)NC5CCC5OC,kinase_domain/data/phase2b/raw/phase2b_seed_4_137450100.sdf,3d,474.53,2.28,3,10,127.47,7,35,5,4
146560487,seed_4,CNC1=CC(=NC2=C(C=NN12)C(=O)NC3CCC3OC)C4=CN=C5C4=CC=CN5C6CCOC6,kinase_domain/data/phase2b/raw/phase2b_seed_4_146560487.sdf,3d,461.53,2.61,2,9,107.6,6,34,6,2
166629432,seed_4,CSC1=C(C=CC(=C1)N2CCOCC2)NC(=O)C3=C4N=C(C=CN4N=C3)NC5CCCNC5,kinase_domain/data/phase2b/raw/phase2b_seed_4_166629432.sdf,3d,467.6,2.7,3,9,95.82,6,33,5,3
6416725,seed_4,CC(C(=O)NCC1CCCO1)SC2=NC(=C(N=N2)C3=CC=CC=C3)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_6416725.sdf,3d,420.54,3.98,1,6,77.0,7,30,4,3
75163532,seed_4,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_75163532.sdf,3d,441.48,3.84,2,5,101.21,4,30,3,2
162346700,seed_4,CC(C)CC(COC)N=C1NC(=CC2=CC3=C(C=C2)N=CS3)C(=O)N1,kinase_domain/data/phase2b/raw/phase2b_seed_4_162346700.sdf,3d,358.47,2.77,2,5,75.61,6,25,3,2
10180587,seed_4,C#CCOC(=O)NCC1=CC(=NN1)C2=C(N=C(S2)C3=CN=CC=C3)N4CCCCC4,kinase_domain/data/phase2b/raw/phase2b_seed_4_10180587.sdf,3d,422.51,3.44,2,7,96.03,6,30,4,3
24741312,seed_4,C1=CC=C(C(=C1)C(=O)O)NC(=O)CCC2=CN=C(S2)N3C=C(C=N3)O,kinase_domain/data/phase2b/raw/phase2b_seed_4_24741312.sdf,3d,358.38,2.3,3,7,117.34,6,25,3,3
24768480,seed_4,CC1=C(N(N=C1C(=O)NC2CCCCC2)C3=C(C=C(C=C3)F)F)N4C=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_24768480.sdf,3d,384.43,4.31,1,4,51.85,4,28,4,3
24768483,seed_4,CC1=CC=C(N1C2=C(C(=NN2C3=C(C=C(C=C3)F)F)C(=O)NC4CCCCC4)C)C,kinase_domain/data/phase2b/raw/phase2b_seed_4_24768483.sdf,3d,412.48,4.93,1,4,51.85,4,30,4,3
51035417,seed_4,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=NC=CS3,kinase_domain/data/phase2b/raw/phase2b_seed_4_51035417.sdf,3d,355.47,4.58,2,5,71.84,3,25,3,3
51035420,seed_4,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=NC(=CS3)CCOCC4=CC=NC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_51035420.sdf,3d,490.63,5.73,2,7,93.96,8,35,4,4
70680234,seed_4,CC1=C(SC(=N1)NC)C2=NC(=NC=C2C#N)NC3=CC(=CC=C3)N4CCCN(CC4)C(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_4_70680234.sdf,3d,462.58,3.62,2,9,110.07,5,33,4,3
71305062,seed_4,CCC(C)(C)C1=NN(C2=C1N=C(CNC2=O)C3=CC=C(C=C3)N4C=CN=C4C)CCO,kinase_domain/data/phase2b/raw/phase2b_seed_4_71305062.sdf,3d,420.52,2.92,2,7,97.33,6,31,4,3
71721528,seed_4,CCCN1C(=O)C=CC2=C(NN=C21)C3=CN=C(S3)C4=CN=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_71721528.sdf,3d,337.41,3.32,1,6,76.46,4,24,4,4
124037111,seed_4,CS(=O)(=O)N1CCOC(C1)C2=CSC(=N2)C3=CC=CC=C3NC(=O)C4=NC=CN4,kinase_domain/data/phase2b/raw/phase2b_seed_4_124037111.sdf,3d,433.52,2.12,2,7,117.28,5,29,4,3
124222752,seed_4,CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=CC=CC=N3,kinase_domain/data/phase2b/raw/phase2b_seed_4_124222752.sdf,3d,314.37,2.63,1,7,85.59,4,22,3,3
135567108,seed_4,CN(CCC1=CN(N=C1)C2=NC=CC3=C2N=CNC3=O)CC4=CC=C(C=C4)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_135567108.sdf,3d,378.41,2.32,1,6,79.7,6,28,4,4
145704714,seed_4,C1C2CC(C1NC3=C(C(=NN3C2)C4=CC5=C(C=C4)SC=N5)C(=O)N)O,kinase_domain/data/phase2b/raw/phase2b_seed_4_145704714.sdf,3d,355.42,1.82,3,7,106.06,2,25,5,3
162639718,seed_4,CN1C=C(C=N1)NC2=NC=C(N=C2C(=O)N)C3=CCCC(C3)NC(=O)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_162639718.sdf,3d,417.47,2.42,3,7,127.82,6,31,4,3
164628676,seed_4,C1CC1C2=CN(C(=N2)C3=CC=CC=C3)C4=NC(=NC=C4)NC5CCN(C5)C(=O)C6=NC=CS6,kinase_domain/data/phase2b/raw/phase2b_seed_4_164628676.sdf,3d,457.56,3.99,1,8,88.83,6,33,6,4
165414871,seed_4,CN1C(=C(C=N1)C(=O)N(C)CCOC)C(=O)NC2=NC3=NC(=CN3C=C2)C4=NC(=CC=C4)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_165414871.sdf,3d,452.45,1.63,1,9,119.54,7,33,4,4
165414915,seed_4,CN1C(=C(C=N1)C(=O)N(C)CCF)C(=O)NC2CCN3C=C(N=C3C2)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_165414915.sdf,3d,424.48,2.07,1,6,85.05,6,31,4,3
165414951,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NC3CCN4C=C(N=C4C3)C5=CC=C(C=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_165414951.sdf,3d,422.46,2.01,1,6,85.05,4,31,5,3
165415136,seed_4,CN1C(=CC(=N1)C2=NC=C(C=C2)C(F)(F)F)NC(=O)C3=C(C=NN3C)C(=O)N4CCC4,kinase_domain/data/phase2b/raw/phase2b_seed_4_165415136.sdf,3d,433.39,2.33,1,7,97.94,4,31,4,3
165415295,seed_4,CN1C(=C(C=N1)C(=O)N2CCOCC2)C(=O)NC3CCN4C=C(N=C4C3)C5=CC=C(C=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_165415295.sdf,3d,452.49,1.64,1,7,94.28,4,33,5,3
165415380,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NC3=NN(C=C3)C4=CC=CC=C4F,kinase_domain/data/phase2b/raw/phase2b_seed_4_165415380.sdf,3d,368.37,1.84,1,6,85.05,4,27,4,3
73356676,seed_4,C1=CC(=CC=C1C2=CSC(=N2)NC(=O)C(CC3=CN=CN3)NC(=O)C4C(O4)C(=O)O)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_73356676.sdf,3d,445.43,1.19,4,7,149.6,8,31,4,3
25218469,seed_4,CC(C(=O)NCC1=CSC(=N1)N2C(=CC(=N2)C(F)(F)F)C(=O)NCC3=CC=CC=C3OC)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_25218469.sdf,3d,482.49,2.25,3,8,124.16,8,33,3,3
53329531,seed_4,C1CC1C2=NC(=C(C=C2)NC3=CN=CN=C3)C(=O)NC4=NN=C(S4)C5=CC=C(C=C5)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_53329531.sdf,3d,433.47,4.4,2,8,105.58,6,31,5,4
58548384,seed_4,CNC(=O)C1=C(SC(=N1)C2=CC=CC=C2)NC(=O)C3=C(C=CC(=N3)C4CC4)NC5=CN=CN=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_58548384.sdf,3d,471.55,4.23,3,8,121.79,7,34,5,4
165414909,seed_4,CN1C(=C(C=N1)C(=O)N2CCC2)C(=O)NC3=CC4=C(C=C3)SC(=N4)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_165414909.sdf,3d,417.49,3.8,1,6,80.12,4,30,5,4
165414970,seed_4,CN1C(=C(C=N1)C(=O)N(C)CCOC)C(=O)NC2=CC3=NC(=NN3C=N2)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_165414970.sdf,3d,434.46,1.5,1,9,119.54,7,32,4,4
10361685,seed_4,CC1=C(SC(=N1)NC)C2=NC(=NC=C2)NC3=CC=CC(=C3)CNC(=O)C,kinase_domain/data/phase2b/raw/phase2b_seed_4_10361685.sdf,3d,368.47,3.33,3,7,91.83,6,26,3,3
53469617,seed_4,CN1C(=C(C=N1)C(=O)NCC2=NC(=CS2)C#N)C(=O)NC3=NC4=NC(=CN4C=C3)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_53469617.sdf,3d,483.52,2.64,2,10,142.89,6,35,5,5
53469619,seed_4,CN1C(=C(C=N1)C(=O)NCC2=CN3C=CSC3=N2)C(=O)NC4=NC5=NC(=CN5C=C4)C6=CC=CC=C6,kinase_domain/data/phase2b/raw/phase2b_seed_4_53469619.sdf,3d,497.54,3.02,2,10,123.51,6,36,6,6
53469815,seed_4,CC1=NC(=CS1)CNC(=O)C2=C(N(N=C2)C)C(=O)NC3=NC4=NC(=CN4C=C3)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_53469815.sdf,3d,472.53,3.08,2,9,119.1,6,34,5,5
56941864,seed_4,CC1CN(CC(O1)C)CC2=CC(=NC(=C2)NC3CCN(C3)C(=O)C=C)NC4=NC5=C(S4)N=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_56941864.sdf,3d,493.64,3.64,2,9,95.51,7,35,5,3
57377629,seed_4,CN1C(=C(C=N1)C(=O)N2CC(C2)OC)C(=O)NC3=CC4=NC(=NN4C=C3)C5=CC=CC=C5,kinase_domain/data/phase2b/raw/phase2b_seed_4_57377629.sdf,3d,431.46,1.85,1,8,106.65,5,32,5,4
71505323,seed_4,CC1=C(N=C(S1)CCNC(=O)C2=C(C=NN2C)C(=O)N3CCC3)C4=CC=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_71505323.sdf,3d,409.52,2.67,1,6,80.12,6,29,4,3
124154795,seed_4,CN1C(=NC2=C(C1=O)N=C(S2)N3CCCC3C(=O)NCC4=CC=CC=C4)C5CCOCC5,kinase_domain/data/phase2b/raw/phase2b_seed_4_124154795.sdf,3d,453.57,2.57,1,8,89.35,5,32,5,3
124201738,seed_4,CN(C)CC1=CC(=NC(=C1)NC2CCN(C2)C(=O)C=C)NC3=NC4=C(S3)N=CC=C4,kinase_domain/data/phase2b/raw/phase2b_seed_4_124201738.sdf,3d,423.55,3.09,2,8,86.28,7,30,4,3
53482276,seed_4,C1CC(CN(C1)C2=C(C=NN2)NC(=O)C3=C(SC(=N3)C4=C(C=CC=C4F)F)N)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_53482276.sdf,3d,419.46,2.57,4,7,125.95,4,29,4,3
53482278,seed_4,CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)NCC4CCNCC4,kinase_domain/data/phase2b/raw/phase2b_seed_4_53482278.sdf,3d,447.52,3.07,4,8,109.89,6,31,4,3
58386288,seed_4,C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_58386288.sdf,3d,428.44,2.95,2,6,86.0,3,31,5,3
58464924,seed_4,CN1C=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N,kinase_domain/data/phase2b/raw/phase2b_seed_4_58464924.sdf,3d,335.34,2.66,2,6,85.83,3,23,3,3
59455638,seed_4,C1CN(CC(C1F)N)C2=C(C=NC=C2)NC(=O)C3=CSC(=N3)C4=C(C=CC=C4F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_59455638.sdf,3d,433.46,3.61,2,6,84.14,4,30,4,3
59455648,seed_4,C1CN(CC(C1O)N)C2=C(C=NC=C2)NC(=O)C3=CSC(=N3)C4=C(C=CC=C4F)F,kinase_domain/data/phase2b/raw/phase2b_seed_4_59455648.sdf,3d,431.47,2.63,3,7,104.37,4,30,4,3
67501573,seed_4,C1CC1NC(=O)C2=C3N=C(C=CN3N=C2)N4CC(CC4C5=CC(=CC=C5)F)O,kinase_domain/data/phase2b/raw/phase2b_seed_4_67501573.sdf,3d,381.41,2.07,2,6,82.76,4,28,5,3
