ligand,hbond_total,hbond_pdon,hbond_ldon,hydrophobic,pi_stack,salt_bridge,water_bridge,hinge_residues,hbond_details,is_hinge_binder,MW,LogP,HBD,HBA,TPSA,RotBonds,SA_score,SA_class,PAINS,Brenk_alert,ro5_violations,passes_local,smiles,passes_admet,affinity_kcal,pIC50_gnn,pIC50_gnn_std,IC50_gnn_nM,gnn_confidence,vina_norm,pIC50_norm,combined_score_gnn
phase2b_seed_4_56932125,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.26a=162.0 | GLY605(ldon)d=3.13a=124.2 | GLY605(ldon)d=2.80a=167.1,True,465.58,2.32,1,9,86.72,6,2.623,easy,False,False,0,True,O=C(CN1CCN(c2ccnc(Nc3ncc(-c4cccnc4)s3)c2)CC1)N1CCOCC1,True,-8.2,4.829,0.066,14828.15,high,0.6052631578947371,0.1130583458003847,0.35916075184756086
phase2b_seed_4_137441521,3,1,2,0,0,0,0,[605],GLY605(pdon)d=4.02a=160.1 | GLY605(ldon)d=2.86a=161.0 | GLY605(ldon)d=3.21a=137.5,True,474.53,2.28,3,10,127.47,7,3.794,moderate,False,False,0,True,CNc1cc(Nc2cccn(-c3ccc(C)nc3)c2=O)nc2c(C(=O)N[C@H]3CC[C@@H]3OC)cnn12,True,-8.2,6.085,0.469,821.59,low,0.6052631578947371,0.38149177174609966,0.49337746482041833
phase2b_seed_4_25113172,6,1,5,0,0,0,0,[605],GLY605(pdon)d=3.37a=156.3 | GLY605(ldon)d=3.14a=123.9 | GLY605(ldon)d=3.13a=123.4 | GLY605(ldon)d=3.42a=111.1 | GLY605(ldon)d=2.91a=147.6 | GLY605(ldon)d=2.97a=125.2,True,397.5,3.38,3,7,100.03,6,2.937,easy,False,False,0,True,Cc1cc(C)cc(Nc2nccc(-c3nc(C)c(C(=O)N[C@@H](C)CO)s3)n2)c1,True,-8.2,5.021,0.244,9526.9,low,0.6052631578947371,0.15409275486215007,0.3796779563784436
phase2b_seed_0_58124325,2,0,2,0,0,0,0,[605],GLY605(ldon)d=4.08a=125.8 | GLY605(ldon)d=3.34a=136.4,True,368.41,2.46,2,4,90.01,6,2.562,easy,False,False,0,True,CC(C)[C@H](NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(N)=O,True,-8.2,5.599,0.328,2516.94,low,0.6052631578947371,0.2776234238085062,0.4414432908516216
phase2b_seed_2_462961,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.29a=138.5,True,482.61,3.25,3,6,110.43,7,2.726,easy,False,False,0,True,CN(c1ncccc1NC1CC1)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,True,-8.2,4.646,0.157,22592.03,moderate,0.6052631578947371,0.07394742466338965,0.33960529127906336
phase2b_seed_4_25262782,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.58a=162.9 | GLY605(ldon)d=4.01a=110.2 | GLY605(ldon)d=3.29a=111.5,True,469.55,4.52,2,7,97.2,5,3.964,moderate,False,False,0,True,CCn1ncc2c(N3C[C@H]4CC[C@@H](C3)O4)nc(-c3ccc(NC(=O)Nc4ccccc4)cc3)nc21,True,-8.2,5.496,0.187,3192.01,moderate,0.6052631578947371,0.2556101731139134,0.43043666550432524
phase2b_seed_4_118034891,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.84a=100.3,True,454.51,4.26,1,7,75.94,5,3.567,moderate,False,False,0,True,CN(C(=O)c1cc(F)ccc1-n1nccn1)[C@H]1CCC[C@@H]1Nc1nc2ccc(F)cc2s1,True,-8.2,4.91,0.658,12306.42,low,0.6052631578947371,0.13036973712331704,0.36781644750902703
phase2b_seed_4_75163532,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.22a=127.2,True,441.48,3.84,2,5,101.21,4,3.334,moderate,False,False,0,True,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,True,-8.2,5.164,0.299,6850.36,low,0.6052631578947371,0.184654840777944,0.39495899933634054
phase2b_seed_1_9951066,3,0,3,0,0,0,0,[605],GLY605(ldon)d=3.75a=112.6 | GLY605(ldon)d=3.73a=160.3 | GLY605(ldon)d=3.04a=125.3,True,366.47,2.9,3,5,78.66,6,2.545,easy,False,False,0,True,Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12,True,-8.2,4.411,0.356,38843.97,low,0.6052631578947371,0.023723017738833035,0.31449308781678503
phase2b_seed_1_53252276,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.12a=161.7 | GLU603(ldon)d=3.13a=137.5,True,344.39,1.55,3,6,97.86,3,3.71,moderate,False,False,0,True,Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1,True,-8.2,6.44,0.184,362.74,moderate,0.6052631578947371,0.45736268433425964,0.5313129211144983
phase2b_seed_1_208947,2,1,1,0,0,0,0,[605],GLY605(pdon)d=4.02a=145.9 | GLY605(ldon)d=3.30a=150.4,True,293.37,3.43,1,3,50.68,2,3.233,moderate,False,False,0,True,Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O,True,-8.2,5.01,0.369,9781.19,low,0.6052631578947371,0.15174182517631973,0.3785024915355284
phase2b_seed_2_58548152,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.69a=156.1 | GLY605(ldon)d=3.18a=119.5 | GLY605(ldon)d=2.88a=124.2,True,421.44,2.98,2,7,113.0,6,2.837,easy,False,False,0,True,CN(C)C(=O)c1c(F)cccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,True,-8.2,5.565,0.193,2725.84,moderate,0.6052631578947371,0.2703569138704853,0.4378100358826112
phase2b_seed_4_45488032,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.10a=164.4 | GLY605(ldon)d=3.03a=121.2,True,498.59,3.98,3,8,123.22,6,4.089,moderate,False,False,0,True,CCn1ncc2c(N3C[C@H]4CC[C@@H](C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(CN)cc4)cc3)nc21,True,-8.1,5.681,0.238,2086.01,low,0.6315789473684211,0.29514853601196844,0.4633637416901948
phase2b_seed_4_59455638,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.32a=151.4 | GLU603(ldon)d=3.50a=110.3,True,433.46,3.61,2,6,84.14,4,3.476,moderate,False,False,0,True,N[C@@H]1CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC[C@H]1F,True,-8.1,7.015,0.275,96.57,low,0.6315789473684211,0.5802521906390254,0.6059155690037232
phase2b_seed_0_44631912,1,0,1,0,0,0,0,[605],GLY605(ldon)d=4.09a=105.0,True,434.55,2.8,2,8,91.21,5,2.821,easy,False,False,0,True,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,True,-8.1,4.53,0.153,29517.48,moderate,0.6315789473684211,0.04915580252190649,0.3403673749451638
phase2b_seed_0_51352361,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.33a=161.0,True,409.42,1.42,2,6,117.75,3,3.246,moderate,False,False,0,True,CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,True,-8.1,4.791,0.168,16184.99,moderate,0.6315789473684211,0.10493695234024378,0.36825794985433247
phase2b_seed_2_35802,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.75a=155.3 | GLY605(ldon)d=3.74a=134.0 | GLY605(ldon)d=2.93a=113.0,True,313.29,3.11,2,4,84.08,3,2.097,easy,False,False,0,True,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,True,-8.1,5.106,0.341,7826.36,low,0.6315789473684211,0.17225902970720242,0.40191898853781177
phase2b_seed_1_9864291,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.74a=163.4,True,336.44,3.53,2,4,72.42,5,2.569,easy,False,False,0,True,CCc1cccc(C)c1CNc1cc(C(N)=O)cn2c(C)c(C)nc12,True,-8.1,4.548,0.272,28335.8,low,0.6315789473684211,0.05300277837144694,0.34229086286993404
phase2b_seed_4_67501573,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.41a=159.5 | GLY605(ldon)d=3.53a=109.4,True,381.41,2.07,2,6,82.76,4,3.398,moderate,False,False,0,True,O=C(NC1CC1)c1cnn2ccc(N3C[C@H](O)C[C@@H]3c3cccc(F)c3)nc12,True,-8.1,6.342,0.563,455.14,low,0.6315789473684211,0.43641803804231677,0.5339984927053689
phase2b_seed_4_137450100,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.82a=161.9 | GLY605(ldon)d=3.59a=113.2 | GLY605(ldon)d=2.80a=144.1,True,474.53,2.28,3,10,127.47,7,3.815,moderate,False,False,0,True,CNc1cc(Nc2cccn(-c3cccnc3C)c2=O)nc2c(C(=O)N[C@H]3CC[C@@H]3OC)cnn12,True,-8.1,6.102,0.511,790.23,low,0.6315789473684211,0.38512502671511023,0.5083519870417657
phase2b_seed_4_15980109,9,1,8,0,0,0,0,[605],GLY605(pdon)d=3.49a=156.9 | GLY605(ldon)d=3.02a=109.0 | GLY605(ldon)d=3.02a=118.2 | GLY605(ldon)d=3.21a=125.2 | GLY605(ldon)d=2.82a=103.0 | GLY605(ldon)d=3.04a=166.3 | GLY605(ldon)d=3.38a=111.6 | GLY605(ldon)d=2.91a=106.9 | GLY605(ldon)d=3.61a=121.3,True,425.52,1.87,3,9,118.29,7,2.698,easy,False,False,0,True,NCCNC(=O)c1cncc(-c2cnc(Nc3cc(N4CCOCC4)ccn3)s2)c1,True,-8.0,5.596,0.139,2534.82,moderate,0.6578947368421053,0.2769822611669161,0.46743849900451073
phase2b_seed_0_46926973,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.24a=122.3,True,396.45,3.79,1,6,93.55,5,2.58,easy,False,False,0,True,Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,True,-8.0,4.705,0.349,19744.42,low,0.6578947368421053,0.08655695661466131,0.3722258467283833
phase2b_seed_4_166629432,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=4.04a=160.3 | GLU603(ldon)d=3.66a=132.3 | GLY605(ldon)d=2.93a=107.5,True,467.6,2.7,3,9,95.82,6,3.291,moderate,False,False,0,True,CSc1cc(N2CCOCC2)ccc1NC(=O)c1cnn2ccc(N[C@@H]3CCCNC3)nc12,True,-8.0,6.713,0.155,193.48,moderate,0.6578947368421053,0.5157084847189571,0.5868016107805312
phase2b_seed_4_58063084,2,0,2,0,0,0,0,[605],GLY605(ldon)d=3.17a=107.4 | GLY605(ldon)d=3.23a=110.2,True,384.85,3.65,2,7,98.2,3,2.615,easy,False,False,0,True,Cc1nc(-c2cccc(Cl)c2)c(NC(=O)c2cnn3ccc(N)nc23)s1,True,-8.0,6.597,0.561,253.2,low,0.6578947368421053,0.490916862577474,0.5744057997097897
phase2b_seed_4_25262616,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.64a=160.6 | GLU603(ldon)d=3.97a=113.1,True,407.48,2.63,2,7,97.2,4,4.077,moderate,False,False,0,True,CCn1ncc2c(N3C[C@H]4CC[C@@H](C3)O4)nc(-c3ccc(NC(=O)NC)cc3)nc21,True,-8.0,5.267,0.125,5408.95,moderate,0.6578947368421053,0.206668091472537,0.43228141415732113
phase2b_seed_2_66555680,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.22a=129.4,True,356.39,3.35,3,5,105.38,3,2.575,easy,False,False,0,True,Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1,True,-8.0,4.686,0.091,20628.69,high,0.6578947368421053,0.08249625988459076,0.37019549836334803
phase2b_seed_4_51002052,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.32a=151.3 | GLU603(ldon)d=2.82a=116.6,True,415.47,3.66,2,6,84.14,4,2.996,easy,False,False,0,True,N[C@H]1CCCN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,True,-8.0,7.912,0.188,12.25,moderate,0.6578947368421053,0.7719598204744604,0.7149272786582829
phase2b_seed_4_71288719,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.70a=152.2,True,456.51,1.88,1,8,110.83,7,2.595,easy,False,False,0,True,Cn1ncc(C(=O)N2CCC2)c1C(=O)NCCc1nc(-c2ccccc2)nn1-c1ccccn1,True,-8.0,4.962,0.288,10902.09,low,0.6578947368421053,0.1414832229108784,0.3996889798764919
phase2b_seed_3_25166913,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.03a=174.9,True,374.45,3.39,3,4,96.84,3,3.079,moderate,False,False,0,True,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,True,-8.0,5.19,0.179,6456.75,moderate,0.6578947368421053,0.1902115836717249,0.4240531602569151
phase2b_seed_4_25262617,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.75a=160.0 | GLY605(ldon)d=3.90a=111.4,True,421.51,3.02,2,7,97.2,5,4.057,moderate,False,False,0,True,CCNC(=O)Nc1ccc(-c2nc(N3C[C@H]4CC[C@@H](C3)O4)c3cnn(CC)c3n2)cc1,True,-7.9,5.238,0.212,5781.0,low,0.6842105263157894,0.20047018593716623,0.4423403561264778
phase2b_seed_4_69936421,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.57a=151.1 | GLU603(ldon)d=3.66a=102.9,True,393.38,1.88,2,7,106.21,4,2.708,easy,False,False,0,True,CNC(=O)c1cnn(C)c1C(=O)Nc1ccn2cc(-c3cccc(F)c3)nc2n1,True,-7.9,4.966,0.384,10822.23,low,0.6842105263157894,0.1423381064329986,0.413274316374394
phase2b_seed_4_25262783,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.72a=162.2 | GLY605(ldon)d=3.43a=125.0,True,470.54,3.92,2,8,110.09,5,4.1,moderate,False,False,0,True,CCn1ncc2c(N3C[C@H]4CC[C@@H](C3)O4)nc(-c3ccc(NC(=O)Nc4cccnc4)cc3)nc21,True,-7.9,5.462,0.247,3449.39,low,0.6842105263157894,0.2483436631758923,0.46627709474584084
phase2b_seed_1_67454400,1,1,0,0,0,0,0,[605],GLY605(pdon)d=2.88a=178.3,True,384.39,2.38,2,6,98.72,6,3.203,moderate,False,False,0,True,NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@@H](F)C3)nc2)c1,True,-7.9,5.687,0.301,2054.99,low,0.6842105263157894,0.2964308612951487,0.49032069380546905
phase2b_seed_0_68254185,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.00a=179.6 | GLY605(ldon)d=3.39a=132.2 | GLY605(ldon)d=3.46a=153.0,True,367.41,3.14,2,6,104.16,3,3.383,moderate,False,False,0,True,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,True,-7.9,5.328,0.192,4695.97,moderate,0.6842105263157894,0.21970506518486868,0.451957795750329
phase2b_seed_4_72194526,6,1,5,0,0,0,0,"[603, 605]",GLY605(pdon)d=4.02a=157.8 | GLU603(ldon)d=3.36a=158.7 | GLU603(ldon)d=3.37a=148.9 | GLU603(ldon)d=3.51a=170.6 | GLY605(ldon)d=3.75a=125.1 | GLY605(ldon)d=3.02a=141.8,True,435.51,3.24,3,8,108.06,6,2.595,easy,False,False,0,True,O=C(Nc1ccc(CN2CCOCC2)cc1)c1[nH]ncc1Nc1ncnc2sccc12,True,-7.9,5.156,0.245,6982.87,low,0.6842105263157894,0.18294507373370378,0.43357780002474655
phase2b_seed_1_54739,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.75a=104.8,True,311.34,2.22,2,4,91.65,3,3.025,moderate,False,False,0,True,CC(C)[C@]1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,True,-7.9,5.608,0.236,2468.02,low,0.6842105263157894,0.27954691173327634,0.48187871902453283
phase2b_seed_0_11667893,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.05a=105.4,True,373.46,4.04,3,5,78.94,5,2.521,easy,False,False,0,True,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,True,-7.9,4.918,0.113,12085.02,moderate,0.6842105263157894,0.13207950416755726,0.40814501524167335
phase2b_seed_4_72195318,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.96a=149.1 | GLY605(ldon)d=3.17a=137.0,True,448.56,3.16,3,8,102.07,6,2.635,easy,False,False,0,True,CN1CCN(Cc2ccc(NC(=O)c3[nH]ncc3Nc3ncnc4ccsc34)cc2)CC1,True,-7.9,5.241,0.2,5742.4,low,0.6842105263157894,0.20111134857875615,0.44266093744727275
phase2b_seed_0_11493841,2,1,1,0,0,0,0,[605],GLY605(pdon)d=4.09a=149.2 | GLY605(ldon)d=3.45a=135.3,True,340.43,2.31,4,6,118.95,5,3.072,moderate,False,False,0,True,Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)ncc2C(N)=O)c1,True,-7.9,5.087,0.385,8193.82,low,0.6842105263157894,0.16819833297713188,0.42620442964646066
phase2b_seed_2_462952,4,1,3,0,0,0,0,[605],GLY605(pdon)d=3.85a=156.3 | GLY605(ldon)d=3.81a=102.5 | GLY605(ldon)d=3.59a=114.8 | GLY605(ldon)d=2.90a=103.0,True,391.52,4.12,2,4,64.26,5,2.523,easy,False,False,0,True,CC(C)Nc1cccnc1N(C)C1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,True,-7.8,4.625,0.254,23737.66,low,0.7105263157894738,0.06945928617225908,0.3899928009808664
phase2b_seed_2_462972,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.65a=132.2,True,498.65,3.89,3,6,110.43,8,2.912,easy,False,False,0,True,CCNc1cccnc1N(C(C)C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,True,-7.8,4.352,0.084,44420.22,high,0.7105263157894738,0.011113485787561552,0.36081990078851767
phase2b_seed_0_118873253,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.68a=126.8,True,472.48,3.1,3,8,135.94,4,3.032,moderate,False,False,0,True,CC1(N)CCN(c2cccnc2NC(=O)c2nc(-c3ncccc3C(F)(F)F)cnc2N)CC1,True,-7.8,4.783,0.173,16474.69,moderate,0.7105263157894738,0.10322718529600355,0.40687675054273864
phase2b_seed_0_11689883,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.15a=165.4,True,401.44,3.06,2,5,86.8,4,2.269,easy,False,False,0,True,COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1,True,-7.8,5.157,0.372,6965.62,low,0.7105263157894738,0.18315879461423387,0.44684255520185384
phase2b_seed_1_135566764,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=2.97a=173.3 | GLU603(ldon)d=3.89a=113.3 | GLU603(ldon)d=3.53a=152.3,True,321.38,2.73,2,3,74.85,5,2.422,easy,False,False,0,True,C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1,True,-7.8,5.371,0.244,4256.26,low,0.7105263157894738,0.2288950630476599,0.46971068941856686
phase2b_seed_2_454726,3,1,2,0,0,0,0,[605],GLY605(pdon)d=2.92a=171.6 | GLY605(ldon)d=3.42a=126.5 | GLY605(ldon)d=3.47a=126.5,True,388.48,3.22,2,5,88.05,4,2.495,easy,False,False,0,True,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(C#N)cc3[nH]2)CC1,True,-7.8,4.735,0.183,18420.76,moderate,0.7105263157894738,0.0929685830305622,0.401747449410018
phase2b_seed_4_135908617,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=2.93a=170.6 | GLU603(ldon)d=3.54a=112.3,True,311.34,1.46,1,6,85.69,3,2.73,easy,False,False,0,True,O=c1[nH]c(Cc2ccccn2)nc2c1cnn2C1CCOCC1,True,-7.8,5.556,0.342,2779.26,low,0.7105263157894738,0.26843342594571495,0.48947987086759437
phase2b_seed_4_72194525,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.87a=160.1 | GLU603(ldon)d=3.34a=139.6 | GLY605(ldon)d=3.80a=156.8 | GLY605(ldon)d=3.90a=132.5,True,448.56,3.16,3,8,102.07,6,2.603,easy,False,False,0,True,CN1CCN(Cc2ccc(NC(=O)c3[nH]ncc3Nc3ncnc4sccc34)cc2)CC1,True,-7.8,5.396,0.168,4015.92,moderate,0.7105263157894738,0.2342380850609105,0.47238220042519213
phase2b_seed_1_155586901,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.97a=160.4 | GLY605(ldon)d=2.89a=156.2,True,406.49,1.56,2,6,94.22,5,2.549,easy,False,False,0,True,CCc1cc2ncc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,True,-7.8,5.087,0.16,8188.86,moderate,0.7105263157894738,0.16819833297713188,0.4393623243833028
phase2b_seed_4_54582836,1,0,1,0,0,0,0,[603],GLU603(ldon)d=3.94a=102.5,True,496.59,1.63,4,9,132.61,8,4.343,moderate,False,False,0,True,CNc1nc([C@H]2C[C@H]3C[C@H]3N2C(=O)[C@H](O)[C@@H](O)C(=O)N[C@H](C)c2ccc(-n3cccn3)cc2)cs1,True,-7.7,5.156,0.257,6977.09,low,0.7368421052631579,0.18294507373370378,0.45989358949843084
phase2b_seed_0_5625,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.98a=155.0 | GLY605(ldon)d=3.74a=114.0,True,456.57,2.72,3,6,110.43,6,2.528,easy,False,False,0,True,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,True,-7.7,4.573,0.136,26730.99,moderate,0.7368421052631579,0.058345800384697714,0.3975939528239278
phase2b_seed_4_71288717,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.34a=135.8,True,419.49,1.83,1,7,97.94,7,2.613,easy,False,False,0,True,Cn1ncc(C(=O)N2CCC2)c1C(=O)NCCc1nc(-c2ccccc2)nn1C1CC1,True,-7.7,5.18,0.318,6610.99,low,0.7368421052631579,0.18807437486642445,0.46245824006479114
phase2b_seed_4_135567108,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=2.95a=162.3 | GLU603(ldon)d=3.53a=146.1,True,378.41,2.32,1,6,79.7,6,2.708,easy,False,False,0,True,CN(CCc1cnn(-c2nccc3c(=O)[nH]cnc23)c1)Cc1ccc(F)cc1,True,-7.7,5.877,0.551,1327.34,low,0.7368421052631579,0.33703782859585385,0.5369399669295059
phase2b_seed_0_3185,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.47a=162.3 | GLY605(ldon)d=3.59a=154.8 | GLY605(ldon)d=3.53a=126.4,True,401.53,2.9,1,5,79.37,7,2.206,easy,False,False,0,True,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1,True,-7.7,4.838,0.368,14508.14,low,0.7368421052631579,0.11498183372515501,0.42591196949415644
phase2b_seed_0_3478,2,0,2,0,0,0,0,[605],GLY605(ldon)d=3.37a=135.7 | GLY605(ldon)d=3.45a=115.4,True,445.55,2.08,3,6,130.15,7,2.344,easy,False,False,0,True,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,True,-7.7,4.675,0.279,21138.71,low,0.7368421052631579,0.08014533019876043,0.40849371773095916
phase2b_seed_4_118435363,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.18a=110.5,True,428.49,2.67,2,9,107.42,4,4.546,moderate,False,False,0,True,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccn(C(F)F)n3)cs2)CO1,True,-7.7,6.018,0.419,960.48,low,0.7368421052631579,0.3671724727505878,0.5520072890068728
