ligand,hbond_total,hbond_pdon,hbond_ldon,hydrophobic,pi_stack,salt_bridge,water_bridge,hinge_residues,hbond_details,is_hinge_binder,MW,LogP,HBD,HBA,TPSA,RotBonds,SA_score,SA_class,PAINS,Brenk_alert,ro5_violations,passes_local,smiles,passes_admet,affinity_kcal,pIC50_gnn,pIC50_gnn_std,IC50_gnn_nM,gnn_confidence,vina_norm,pIC50_norm,combined_score_gnn
phase2b_seed_4_57964129,1,0,1,0,0,0,0,[603],GLU603(ldon)d=3.42a=105.4,True,478.57,3.56,1,8,103.18,7,3.533,moderate,False,False,0,True,O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)n1ncc2c(S(=O)(=O)C3CC3)cccc21,True,-7.6,4.756,0.101,17525.38,moderate,0.7631578947368423,0.09745672152169277,0.43030730812926754
phase2b_seed_4_45488066,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.63a=108.4,True,499.58,3.96,3,9,122.12,6,4.221,moderate,False,False,0,True,CCn1ncc2c(N3C[C@H]4CC[C@@H](C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(NC)nc4)cc3)nc21,True,-7.6,5.547,0.185,2840.02,moderate,0.7631578947368423,0.26650993802094464,0.5148339163788934
phase2b_seed_4_71262654,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.28a=151.3 | GLU603(ldon)d=3.50a=111.1,True,402.43,3.48,2,6,76.14,5,3.09,moderate,False,False,0,True,O=C(Nc1cnccc1O[C@H]1CCNC1)c1csc(-c2c(F)cccc2F)n1,True,-7.6,7.636,0.096,23.1,high,0.7631578947368423,0.7129728574481728,0.7380653760925076
phase2b_seed_1_9839190,1,1,0,0,0,0,0,[605],GLY605(pdon)d=4.10a=158.0,True,297.36,2.51,3,3,73.99,4,2.3,easy,False,False,0,True,CNCc1ccc(NC(=O)c2c[nH]c3c2C(=O)CCC3)cc1,True,-7.6,5.6,0.453,2509.76,low,0.7631578947368423,0.27783714468903614,0.5204975197129392
phase2b_seed_2_462973,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.88a=176.6,True,498.65,3.89,3,6,110.43,9,2.772,easy,False,False,0,True,CCCNc1cccnc1N(CC)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,True,-7.6,4.598,0.095,25221.67,high,0.7631578947368423,0.06368882239794829,0.41342335856739526
phase2b_seed_0_3510,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.17a=111.0,True,312.42,2.32,1,4,50.16,2,3.898,moderate,False,False,0,True,CN1[C@@H]2CCC[C@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2,True,-7.6,5.025,0.227,9445.94,low,0.7631578947368423,0.15494763838427028,0.45905276656055627
phase2b_seed_4_24741312,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.80a=171.8 | GLY605(ldon)d=2.91a=101.3,True,358.38,2.3,3,7,117.34,6,2.622,easy,False,False,0,True,O=C(CCc1cnc(-n2cc(O)cn2)s1)Nc1ccccc1C(=O)O,True,-7.6,5.377,0.071,4196.27,high,0.7631578947368423,0.23017738833083995,0.49666764153384113
phase2b_seed_4_10361685,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.87a=161.3 | GLY605(ldon)d=3.35a=102.8 | GLY605(ldon)d=3.14a=100.2,True,368.47,3.33,3,7,91.83,6,2.438,easy,False,False,0,True,CNc1nc(C)c(-c2ccnc(Nc3cccc(CNC(C)=O)c3)n2)s1,True,-7.6,4.856,0.121,13942.74,moderate,0.7631578947368423,0.11882880957469548,0.44099335215576885
phase2b_seed_0_2099,1,1,0,0,0,0,0,[605],GLY605(pdon)d=4.08a=143.2,True,294.36,2.41,1,3,53.92,2,2.622,easy,False,False,0,True,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,True,-7.5,4.501,0.135,31531.45,moderate,0.7894736842105263,0.0429578969865357,0.41621579059853103
phase2b_seed_4_6416725,2,0,2,0,0,0,0,[605],GLY605(ldon)d=3.16a=104.0 | GLY605(ldon)d=3.52a=116.3,True,420.54,3.98,1,6,77.0,7,2.969,easy,False,False,0,True,C[C@H](Sc1nnc(-c2ccccc2)c(-c2ccccc2)n1)C(=O)NC[C@H]1CCCO1,True,-7.5,5.285,0.264,5187.84,low,0.7894736842105263,0.21051506732207748,0.4999943757663019
phase2b_seed_0_4487,1,0,1,0,0,0,0,[603],GLU603(ldon)d=3.46a=133.0,True,308.34,2.13,1,5,68.92,3,2.016,easy,False,False,0,True,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,True,-7.5,4.756,0.139,17535.92,moderate,0.7894736842105263,0.09745672152169277,0.4434652028661096
phase2b_seed_1_4030,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.94a=155.5 | GLY605(ldon)d=3.04a=120.6 | GLY605(ldon)d=3.21a=121.1,True,295.3,2.97,2,4,84.08,3,2.033,easy,False,False,0,True,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,True,-7.4,5.11,0.367,7766.18,low,0.8157894736842105,0.17311391322932262,0.49445169345676654
phase2b_seed_1_108000,1,0,1,0,0,0,0,[605],GLY605(ldon)d=2.88a=108.4,True,279.34,2.89,1,3,50.68,2,3.073,moderate,False,False,0,True,Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc21,True,-7.4,4.722,0.226,18974.66,low,0.8157894736842105,0.09019021158367187,0.4529898426339412
phase2b_seed_2_11675054,4,1,3,0,0,0,0,[605],GLY605(pdon)d=3.06a=163.3 | GLY605(ldon)d=3.14a=168.4 | GLY605(ldon)d=2.97a=105.1 | GLY605(ldon)d=3.09a=125.4,True,368.42,3.47,2,6,84.73,5,2.56,easy,False,False,0,True,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1F,True,-7.4,4.839,0.334,14498.06,low,0.8157894736842105,0.11519555460568512,0.4654925141449478
phase2b_seed_2_16071896,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.23a=160.2,True,335.34,3.09,1,5,80.66,4,2.482,easy,False,False,0,True,O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1,True,-7.3,5.284,0.259,5200.0,low,0.8421052631578948,0.21030134644154735,0.5262033047997211
phase2b_seed_2_71666749,3,0,3,0,0,0,0,[605],GLY605(ldon)d=3.17a=111.2 | GLY605(ldon)d=3.80a=112.2 | GLY605(ldon)d=4.04a=123.3,True,274.37,1.98,3,3,97.79,3,3.324,moderate,False,False,0,True,C[C@@H](C(N)=O)[C@H](N)c1nc2ccc(C(C)(C)C)cc2[nH]1,True,-7.3,5.877,0.386,1328.25,low,0.8421052631578948,0.33703782859585385,0.5895715458768743
phase2b_seed_1_44519124,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=4.03a=146.2 | GLU603(ldon)d=3.68a=103.3 | GLU603(ldon)d=3.62a=112.7 | GLY605(ldon)d=3.12a=136.1,True,336.44,4.2,1,4,51.1,6,2.221,easy,False,False,0,True,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC(C)C,True,-7.3,4.917,0.24,12114.93,low,0.8421052631578948,0.13186578328702717,0.48698552322246097
phase2b_seed_2_454735,1,1,0,0,0,0,0,[605],GLY605(pdon)d=4.09a=145.9,True,470.6,2.74,2,6,101.64,6,2.649,easy,False,False,0,True,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(N(C)S(C)(=O)=O)ccc3[nH]2)CC1,True,-7.3,4.513,0.148,30697.21,moderate,0.8421052631578948,0.04552254755289594,0.4438139053553954
phase2b_seed_0_50922681,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.97a=141.2 | GLY605(ldon)d=3.24a=108.0 | GLY605(ldon)d=3.23a=137.3,True,366.51,3.5,1,4,48.47,7,2.013,easy,False,False,0,True,CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1,True,-7.2,5.725,0.312,1885.21,low,0.868421052631579,0.3045522547552896,0.5864866536934343
phase2b_seed_3_168182,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.70a=159.9 | GLU603(ldon)d=3.18a=129.9,True,303.36,1.26,4,3,108.21,6,2.736,easy,False,False,0,True,CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,True,-7.2,5.504,0.247,3135.89,low,0.868421052631579,0.2573199401581534,0.5628704963948662
phase2b_seed_4_57378176,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.47a=154.4,True,466.42,1.19,1,9,109.89,5,3.056,moderate,False,False,0,True,CN(CC(F)(F)F)C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,True,-7.2,4.694,0.133,20214.86,moderate,0.868421052631579,0.08420602692883099,0.47631353978020496
phase2b_seed_4_58464924,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.68a=127.4,True,335.34,2.66,2,6,85.83,3,2.56,easy,False,False,0,True,Cn1cc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)cn1,True,-7.2,7.686,0.221,20.59,low,0.868421052631579,0.7236589014746742,0.7960399770531266
phase2b_seed_2_11357740,5,1,4,0,0,0,0,[605],GLY605(pdon)d=3.18a=162.7 | GLY605(ldon)d=3.28a=100.4 | GLY605(ldon)d=2.96a=110.0 | GLY605(ldon)d=3.40a=102.6 | GLY605(ldon)d=3.02a=134.2,True,271.32,1.54,3,4,96.69,2,3.581,moderate,False,False,0,True,CC(C)[C@H]1CNC(=O)c2cc(-c3ccnc(N)n3)[nH]c21,True,-7.2,7.061,0.429,86.89,low,0.868421052631579,0.5900833511434068,0.729252201887493
phase2b_seed_0_155907792,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.17a=133.6,True,330.43,2.47,2,4,90.01,6,2.763,easy,False,False,0,True,CCCCn1nc(C(=O)N[C@H](C(N)=O)C(C)(C)C)c2ccccc21,True,-7.0,5.802,0.33,1579.05,low,0.9210526315789475,0.3210087625561017,0.6210306970675246
phase2b_seed_4_71538688,1,0,1,0,0,0,0,[603],GLU603(ldon)d=3.94a=122.4,True,426.48,1.03,1,9,109.89,6,2.905,easy,False,False,0,True,CCN(CC)c1nc2ccc(NC(=O)c3c(C(=O)N4CCOCC4)cnn3C)cn2n1,True,-7.0,4.952,0.3,11167.81,low,0.9210526315789475,0.13934601410557818,0.5301993228422628
phase2b_seed_1_128784,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.81a=156.5 | GLY605(ldon)d=2.89a=112.9,True,312.37,2.37,1,5,72.68,5,2.238,easy,False,False,0,True,CCCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CCC)c1=O,True,-7.0,5.193,0.296,6410.56,low,0.9210526315789475,0.19085274631331478,0.5559526889461311
phase2b_seed_1_9925908,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.87a=142.3 | GLY605(ldon)d=3.82a=103.9 | GLY605(ldon)d=3.33a=139.9,True,286.38,2.25,2,3,75.01,4,2.261,easy,False,False,0,True,CCCN1CCC(c2nc3c(C(N)=O)cccc3[nH]2)CC1,True,-7.0,5.405,0.301,3932.86,low,0.9210526315789475,0.23616157298568083,0.5786071022823142
phase2b_seed_4_165414970,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.62a=122.5,True,434.46,1.5,1,9,119.54,7,2.752,easy,False,False,0,True,COCCN(C)C(=O)c1cnn(C)c1C(=O)Nc1cc2nc(-c3ccccc3)nn2cn1,True,-6.8,4.556,0.106,27818.31,moderate,0.9736842105263159,0.05471254541568717,0.5141983779710015
phase2b_seed_3_23897,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.07a=115.1,True,276.38,1.96,1,3,45.33,3,3.168,moderate,False,False,0,True,CCc1c(C)[nH]c2c1C(=O)[C@@H](CN1CCOCC1)CC2,True,-6.8,5.601,0.271,2507.41,low,0.9736842105263159,0.2780508655695662,0.625867538047941
phase2b_seed_1_71234,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.28a=160.2 | GLY605(ldon)d=3.49a=100.9,True,284.32,1.02,2,4,83.98,5,2.421,easy,False,False,0,True,C[C@H](CNC(=O)c1cccnc1)NC(=O)c1cccnc1,True,-6.7,4.761,0.366,17320.69,low,1.0,0.09852532592434289,0.5492626629621714
phase2b_seed_4_46209426,1,0,1,0,0,0,0,[605],GLY605(ldon)d=2.92a=128.9,True,311.37,2.61,2,6,79.8,5,2.122,easy,False,False,0,True,O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1,True,-6.7,4.626,0.216,23649.56,low,1.0,0.06967300705278917,0.5348365035263946
phase2b_seed_4_25260758,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.13a=169.7 | GLU603(ldon)d=3.53a=104.3 | GLU603(ldon)d=3.19a=102.8,True,475.55,3.3,2,8,114.27,4,4.358,moderate,False,False,0,True,CNC(=O)Nc1ccc(-c2nc(N3C[C@H]4CC[C@@H](C3)O4)c3cnn(C4CCC(=O)CC4)c3n2)cc1,True,-9.0,5.243,0.127,5715.0,moderate,0.39473684210526316,0.20153879033981634,0.29813781622253976
phase2b_seed_1_25262792,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.04a=157.3 | GLY605(ldon)d=3.09a=157.4,True,462.55,2.5,1,8,92.71,4,3.527,moderate,False,False,0,True,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,True,-9.2,4.487,0.162,32560.1,moderate,0.3421052631578949,0.03996580465911526,0.19103553390850508
phase2b_seed_1_163557606,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.21a=159.2 | GLY605(ldon)d=3.86a=137.6 | GLY605(ldon)d=3.42a=106.8,True,472.6,3.8,1,8,106.06,5,4.31,moderate,False,False,0,True,CC[C@@H](N)c1nc(N2CCC[C@H]2C)cc2c1CN(c1cccc(-c3nnc4n3[C@@H](C)CC4)n1)C2=O,True,-9.3,7.087,0.544,81.91,low,0.31578947368421034,0.5956400940371875,0.45571478386069897
phase2b_seed_1_71245288,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.24a=113.1,True,445.5,4.68,1,7,90.52,6,3.026,moderate,False,False,0,True,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,True,-8.9,5.53,0.382,2953.8,low,0.4210526315789473,0.2628766830519343,0.3419646573154408
phase2b_seed_2_11676119,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.04a=162.5 | GLU603(ldon)d=3.53a=111.6 | GLY605(ldon)d=2.80a=120.6,True,420.48,4.08,2,5,110.44,5,2.577,easy,False,False,0,True,Cc1cccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc3nccnc3c2)n1,True,-9.0,4.946,0.181,11314.53,moderate,0.39473684210526316,0.13806368882239795,0.26640026546383055
phase2b_seed_4_129136448,4,1,3,0,0,0,0,[605],GLY605(pdon)d=3.49a=157.9 | GLY605(ldon)d=3.33a=124.2 | GLY605(ldon)d=3.33a=121.9 | GLY605(ldon)d=2.94a=100.2,True,464.48,3.45,1,8,93.76,5,3.641,moderate,False,False,0,True,Cc1cnc(Nc2ccnn2C)nc1-c1cn2c(n1)C(=O)N(Cc1ccc(F)c(F)c1)[C@@H](C)C2,True,-8.9,4.647,0.247,22533.75,low,0.4210526315789473,0.07416114554391974,0.2476068885614335
phase2b_seed_3_49806720,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.94a=170.5 | GLY605(ldon)d=2.96a=120.7,True,482.63,4.77,1,5,72.36,3,3.005,moderate,False,False,0,True,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,True,-9.1,4.53,0.075,29494.76,high,0.36842105263157904,0.04915580252190649,0.20878842757674276
phase2b_seed_3_11950726,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.17a=165.8 | GLY605(ldon)d=3.75a=127.6 | GLY605(ldon)d=3.98a=114.4,True,479.6,4.13,2,4,90.98,3,4.544,moderate,False,False,0,True,CN1C(=O)C(F)=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(=O)NCc5nc6ncccc6[nH]5)CC[C@H]4[C@@H]3CC[C@@H]12,True,-10.5,6.086,0.509,819.69,low,-0.0,0.3817054926266298,0.1908527463133149
phase2b_seed_1_11618268,2,0,2,0,0,0,0,[605],GLY605(ldon)d=3.38a=119.4 | GLY605(ldon)d=3.43a=120.2,True,401.41,3.36,2,7,101.38,4,2.965,easy,False,False,0,True,C[C@H](Nc1ncnc2nc[nH]c12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1,True,-8.8,4.945,0.319,11346.74,low,0.4473684210526314,0.13784996794186805,0.29260919449724976
phase2b_seed_1_11338127,2,0,2,0,0,0,0,"[603, 605]",GLU603(ldon)d=4.06a=100.1 | GLY605(ldon)d=3.13a=135.4,True,385.43,2.76,2,6,113.8,5,2.379,easy,False,False,0,True,Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N,True,-9.0,4.94,0.381,11494.15,low,0.39473684210526316,0.1367813635392179,0.2657591028222405
phase2b_seed_2_135398510,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.67a=154.8,True,392.44,2.54,3,5,94.04,2,2.638,easy,False,False,0,True,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,True,-9.0,4.9,0.104,12603.18,moderate,0.39473684210526316,0.1282325283180168,0.26148468521164
phase2b_seed_1_11373432,2,0,2,0,0,0,0,[605],GLY605(ldon)d=2.97a=147.1 | GLY605(ldon)d=3.98a=108.5,True,417.51,2.34,1,6,70.47,4,2.347,easy,False,False,0,True,Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,True,-9.3,4.807,0.263,15584.29,low,0.31578947368421034,0.10835648642872422,0.2120729800564673
phase2b_seed_1_67223373,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.89a=172.5 | GLY605(ldon)d=3.91a=122.5,True,342.4,3.38,1,3,72.78,1,3.254,moderate,False,False,0,True,N#Cc1ccc2c(c1)[C@H]1CCCN(C(=O)c3ccc4nc[nH]c4c3)[C@H]1C2,True,-9.1,5.309,0.448,4910.55,low,0.36842105263157904,0.21564436845479815,0.2920327105431886
phase2b_seed_4_66555847,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.40a=157.1 | GLY605(ldon)d=4.00a=122.3,True,474.53,3.94,4,7,121.36,4,4.093,moderate,False,False,0,True,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)C[C@@H](O)[C@]1(C)O,True,-8.9,8.756,0.142,1.76,moderate,0.4210526315789473,0.952340243641804,0.6866964376103757
phase2b_seed_1_56646218,4,1,3,0,0,0,0,[605],GLY605(pdon)d=3.12a=161.6 | GLY605(ldon)d=3.25a=123.2 | GLY605(ldon)d=3.08a=127.8 | GLY605(ldon)d=2.90a=104.8,True,396.45,3.85,2,6,93.94,4,2.543,easy,False,False,0,True,N#Cc1cc(-c2ccnc(Nc3ccc4c(c3)CC(=O)N4)n2)ccc1N1CCCC1,True,-9.1,4.941,0.255,11447.84,low,0.36842105263157904,0.13699508441974784,0.2527080685256634
phase2b_seed_2_10089772,3,1,2,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.69a=149.9 | GLU603(ldon)d=3.62a=114.0 | GLY605(ldon)d=3.10a=124.6,True,358.4,2.85,2,4,79.78,2,3.209,moderate,False,False,0,True,C[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)n2c1nc1ccccc1c2=O,True,-9.3,5.726,0.308,1880.2,low,0.31578947368421034,0.3047659756358197,0.310277724660015
phase2b_seed_2_25061501,4,1,3,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.47a=150.4 | GLU603(ldon)d=3.84a=158.5 | GLU603(ldon)d=3.69a=133.4 | GLY605(ldon)d=3.57a=131.9,True,400.43,2.14,3,5,99.93,5,3.316,moderate,False,False,0,True,CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12,True,-8.9,5.311,0.089,4883.74,high,0.4210526315789473,0.21607181021585814,0.3185622208974027
phase2b_seed_2_447682,3,1,2,0,0,0,0,[605],GLY605(pdon)d=2.89a=156.7 | GLY605(ldon)d=3.88a=125.1 | GLY605(ldon)d=2.98a=147.6,True,292.29,2.56,2,3,74.57,2,2.354,easy,False,False,0,True,O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12,True,-9.0,5.378,0.108,4192.36,moderate,0.39473684210526316,0.23039110921137004,0.3125639756583166
phase2b_seed_2_135564899,1,0,1,0,0,0,0,[605],GLY605(ldon)d=3.92a=113.0,True,429.53,3.41,1,7,92.59,4,3.637,moderate,False,False,0,True,C[C@@H]1CN(Cc2ccc3nccnc3c2)C[C@H]1c1nc2c(cnn2C2CCCC2)c(=O)[nH]1,True,-8.8,6.286,0.825,517.9,low,0.4473684210526314,0.4244496687326352,0.43590904489263327
phase2b_seed_0_5291,3,1,2,0,0,0,0,[605],GLY605(pdon)d=3.12a=163.7 | GLY605(ldon)d=3.02a=147.1 | GLY605(ldon)d=3.36a=122.0,True,493.62,4.59,2,7,86.28,7,2.332,easy,False,False,0,True,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,True,-9.0,4.871,0.088,13466.5,high,0.39473684210526316,0.12203462278264601,0.2583857324439546
phase2b_seed_3_70817911,2,1,1,0,0,0,0,[605],GLY605(pdon)d=2.81a=170.5 | GLY605(ldon)d=3.41a=110.1,True,383.46,3.5,2,5,99.3,4,2.517,easy,False,False,0,True,NC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,True,-8.9,6.062,0.863,866.07,low,0.4210526315789473,0.3765761914939091,0.39881441153642816
phase2b_seed_4_121333495,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.47a=157.3 | GLU603(ldon)d=3.83a=119.5,True,428.44,2.95,2,6,86.0,3,3.52,moderate,False,False,0,True,O=C(Nc1cnn2ccc(N3CCC[C@H]3c3cc(F)ccc3F)nc12)N1CC[C@@H](O)C1,True,-8.8,5.332,0.299,4654.7,low,0.4473684210526314,0.2205599487069887,0.33396418487981006
phase2b_seed_2_25145656,2,1,1,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.77a=159.5 | GLU603(ldon)d=4.06a=134.2,True,412.43,3.43,1,6,85.07,4,2.666,easy,False,False,0,True,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,True,-9.2,4.583,0.189,26131.78,moderate,0.3421052631578949,0.060483009189997945,0.20129413617394643
phase2b_seed_1_3501,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.10a=159.7,True,378.44,4.6,1,4,62.75,2,2.81,easy,False,False,0,True,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,True,-9.2,6.02,0.166,955.68,moderate,0.3421052631578949,0.3675999145116478,0.35485258883477133
phase2b_seed_1_135565545,6,1,5,0,0,0,0,"[603, 605]",GLY605(pdon)d=3.15a=160.3 | GLU603(ldon)d=3.95a=114.1 | GLU603(ldon)d=3.96a=121.6 | GLU603(ldon)d=3.79a=110.9 | GLY605(ldon)d=3.97a=123.2 | GLY605(ldon)d=3.99a=123.2,True,419.49,2.49,4,6,130.19,4,3.784,moderate,False,False,0,True,Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1,True,-9.5,6.479,0.413,331.89,low,0.2631578947368421,0.46569779867493066,0.36442784670588635
phase2b_seed_3_86269224,1,1,0,0,0,0,0,[605],GLY605(pdon)d=3.40a=160.0,True,474.61,3.5,2,8,91.21,4,3.573,moderate,False,False,0,True,CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,True,-9.1,5.177,0.377,6645.32,low,0.36842105263157904,0.18743321222483433,0.27792713242820666
phase2b_seed_0_68029831,2,1,1,0,0,0,0,[605],GLY605(pdon)d=3.38a=158.5 | GLY605(ldon)d=2.82a=122.0,True,446.56,2.72,2,8,91.21,3,3.526,moderate,False,False,0,True,CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,True,-9.3,5.162,0.289,6884.53,low,0.31578947368421034,0.184227399016884,0.25000843635054715
